"","date","hits","keyword","geo","time","gprop","category"
"64",2015-04-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"65",2015-05-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"66",2015-06-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"67",2015-07-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"68",2015-08-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"69",2015-09-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"70",2015-10-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"71",2015-11-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"72",2015-12-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"73",2016-01-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"74",2016-02-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"75",2016-03-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"76",2016-04-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"77",2016-05-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"78",2016-06-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"79",2016-07-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"80",2016-08-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"81",2016-09-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"82",2016-10-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"83",2016-11-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"84",2016-12-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"85",2017-01-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"86",2017-02-01,100,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"87",2017-03-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"88",2017-04-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"89",2017-05-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"90",2017-06-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"91",2017-07-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"92",2017-08-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"93",2017-09-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"94",2017-10-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"95",2017-11-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"96",2017-12-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"97",2018-01-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"98",2018-02-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"99",2018-03-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"100",2018-04-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"101",2018-05-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"102",2018-06-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"103",2018-07-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"104",2018-08-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"105",2018-09-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"106",2018-10-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"107",2018-11-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"108",2018-12-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"109",2019-01-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"110",2019-02-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"111",2019-03-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"112",2019-04-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"113",2019-05-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"114",2019-06-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"115",2019-07-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"116",2019-08-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"117",2019-09-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"118",2019-10-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"119",2019-11-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"120",2019-12-01,0,"""chicken tractor""","US-DC-511","2010-01-01 2019-12-31","web",66
"121",2010-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"122",2010-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"123",2010-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"124",2010-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"125",2010-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"126",2010-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"127",2010-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"128",2010-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"129",2010-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"130",2010-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"131",2010-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"132",2010-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"133",2011-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"134",2011-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"135",2011-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"136",2011-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"137",2011-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"138",2011-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"139",2011-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"140",2011-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"141",2011-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"142",2011-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"143",2011-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"144",2011-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"145",2012-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"146",2012-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"147",2012-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"148",2012-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"149",2012-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"150",2012-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"151",2012-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"152",2012-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"153",2012-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"154",2012-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"155",2012-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"156",2012-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"157",2013-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"158",2013-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"159",2013-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"160",2013-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"161",2013-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"162",2013-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"163",2013-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"164",2013-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"165",2013-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"166",2013-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"167",2013-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"168",2013-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"169",2014-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"170",2014-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"171",2014-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"172",2014-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"173",2014-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"174",2014-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"175",2014-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"176",2014-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"177",2014-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"178",2014-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"179",2014-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"180",2014-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"181",2015-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"182",2015-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"183",2015-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"184",2015-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"185",2015-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"186",2015-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"187",2015-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"188",2015-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"189",2015-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"190",2015-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"191",2015-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"192",2015-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"193",2016-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"194",2016-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"195",2016-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"196",2016-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"197",2016-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"198",2016-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"199",2016-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"200",2016-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"201",2016-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"202",2016-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"203",2016-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"204",2016-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"205",2017-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"206",2017-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"207",2017-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"208",2017-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"209",2017-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"210",2017-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"211",2017-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"212",2017-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"213",2017-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"214",2017-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"215",2017-11-01,100,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"216",2017-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"217",2018-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"218",2018-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"219",2018-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"220",2018-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"221",2018-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"222",2018-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"223",2018-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"224",2018-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"225",2018-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"226",2018-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"227",2018-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"228",2018-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"229",2019-01-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"230",2019-02-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"231",2019-03-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"232",2019-04-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"233",2019-05-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"234",2019-06-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"235",2019-07-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"236",2019-08-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"237",2019-09-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"238",2019-10-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"239",2019-11-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"240",2019-12-01,0,"""chicken tractor""","US-MD-512","2010-01-01 2019-12-31","web",66
"241",2010-01-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"242",2010-02-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"243",2010-03-01,24,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"244",2010-04-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"245",2010-05-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"246",2010-06-01,24,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"247",2010-07-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"248",2010-08-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"249",2010-09-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"250",2010-10-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"251",2010-11-01,18,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"252",2010-12-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"253",2011-01-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"254",2011-02-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"255",2011-03-01,49,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"256",2011-04-01,100,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"257",2011-05-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"258",2011-06-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"259",2011-07-01,44,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"260",2011-08-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"261",2011-09-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"262",2011-10-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"263",2011-11-01,41,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"264",2011-12-01,38,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"265",2012-01-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"266",2012-02-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"267",2012-03-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"268",2012-04-01,34,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"269",2012-05-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"270",2012-06-01,67,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"271",2012-07-01,34,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"272",2012-08-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"273",2012-09-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"274",2012-10-01,29,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"275",2012-11-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"276",2012-12-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"277",2013-01-01,31,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"278",2013-02-01,32,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"279",2013-03-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"280",2013-04-01,30,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"281",2013-05-01,29,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"282",2013-06-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"283",2013-07-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"284",2013-08-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"285",2013-09-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"286",2013-10-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"287",2013-11-01,42,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"288",2013-12-01,61,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"289",2014-01-01,29,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"290",2014-02-01,31,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"291",2014-03-01,29,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"292",2014-04-01,26,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"293",2014-05-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"294",2014-06-01,29,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"295",2014-07-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"296",2014-08-01,0,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"297",2014-09-01,25,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
"298",2014-10-01,20,"""chicken coop""","US-DC-511","2010-01-01 2019-12-31","web",66
